id	繁中
1142	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable junior reward. Excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font>< p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Beacon Fire Chibi: Deals 290% spell damage to 3 enemies (doubles the damage while on-hook).< /font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Flame Vortex: Deals 260% spell damage to 3 enemies .If the enemy is in DEBUFF state, the damage will be doubled.(Free after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold " size ="100">Increase attack power and hit value: own attack power increases by 28%, hit value increases by Lv×180. (released after 1 breakthrough)</font></p><p style="margin: 0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and HP absorption: increase your own maximum HP by 28%, and increase HP absorption by 10%. (Release after 3 breakthroughs)< /font></p>
1143	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 120 fragments will enable the younger generation Su Mengxiang. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)< /font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Romantic Infusion: This skill is bound to be released (ignoring stun/freeze/seal), which will affect the The 6 people with the lowest HP percentage will remove 1 type of DEBUFF at random, and give themselves 12 times the remaining MP within 3 rounds [Shadow Armor] BUFF, and at the same time restore the HP of 90%-180% of their own attack power (can be critical), the fewer the number of people , the higher the amount of recovery.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Injection of soul: to your HP The 2 people with the lowest percentage will recover HP of 200% of their own attack power (can be critically hit). When the HP of allies is below 50%, the recovery amount will be doubled. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and defense power: increase own attack power by 38% and defense power by Lv×180. (standby Also effective in medium) (release after 1 breakout)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Maximum increase HP, Max MP: Increase your own Max HP by 45%, Max MP by Lv×200. (Released after 3 breakthroughs)</font></p>
1144	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior horse. The excess fragments will be automatically converted into silver coins. (1 fragment = 10 silver coins)</font>< p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Fish and Goose: Inflict 290% spell damage to 3 enemies (double the damage when hanging up).</ font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Distraction Meter: Deal 400% spell damage to the enemy with the highest HP, And additionally deal 25% splash damage to up to 2 enemies. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase hit value and evasion value: own hit value increases by Lv×100, and dodge value increases by Lv×60. (release after 1 breakthrough)</font></p><p style= "margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power: Increase your maximum attack power by Lv×200, and your minimum attack power by Lv×200. (3 breakthroughs) After liberation)</font></p>
1145	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate the junior Diaochan. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Heaven and Man: Deal 400% 3 physical damage to randomly selected enemies. If Triggering a critical strike will cause the self to enter the "charged" state for 3 consecutive rounds, and the attack power will increase by 100%. (If a critical strike is triggered on the 1st or 2nd strike, the remaining attacks will be affected by the charged state, and the attack power will be increased) < /font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Magic Eye: Deal 240%~480% to 6 enemies Physical damage, the more the number of team members, the higher the damage. (Released after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold " size ="100">Increase attack power and critical strike value: increase own attack power by 36%, and critical strike value by Lv×220. (Release after 1 breakthrough)</font></p><p style=" margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and critical strike value: Increase your own maximum HP by 36% and critical strike value by Lv×220.(3 times Liberation after breakthrough)</font></p>
1146	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable junior embroidery. Excess pieces will be automatically converted into silver coins. (1 piece = 10 silver coins)</font> <p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Lion's Roar: Deal 300% physical damage to 2 random enemies. The damage is reduced by 50%, and the damage reflected is increased by 50%.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">The Last Stand : Causes 300%~450% physical damage to 3 enemies. The lower the HP, the higher the damage, and restores HP equal to 15% of the total damage. (Released after 2 breakthroughs)</font></p ><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase Max HP and Stamina: Increase your own Max HP by 26% and Stamina by Lv×150 .(Release after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power and defense Power: own attack power increased by 24%, defense power increased by Lv×120. (released after 3 breakthroughs)</font></p>
1147	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 pieces to enable the younger generation. Excess pieces will be automatically converted into breakthrough stones. (1 piece = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Lion Dance: Deal 350% physical damage to 3 enemies, and enter for 3 consecutive turns "Rescue" state, the damage received is reduced by 50%, and the damage reflected is increased by 150%.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">Drinking and having fun: Deal 400% physical damage to the 3 enemies with the lowest HP remaining ratio. If the enemy's HP is lower than 75% of the maximum HP before being attacked, it will cause 2000% physical damage.( Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase max HP and defense penetration: Increases own maximum HP by 50% and defense penetration by 500. (released after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase attack power, HP absorption, and rebound damage: own attack power is increased by 40%, HP absorption is increased by 20%, and 50% of the damage received is reflected back to the opponent. (Released after 3 breakthroughs)</font>< /p>
1148	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Nanako. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Vengeance Claw: Deals 480% physical damage to 6 enemies, the enemy has a bonus before attacking When in state, there is a 100% chance of clearing a gain buff. If not, the enemy will have a 100% chance of "Broken" during 2 rounds, and the physical defense and magic defense will be reduced by 80%, </font></p><p style="margin:0"><font color="# 2e8f9d" face = "Barlow-SemiBold" size ="100">Blood Ghost Art: Deals 420% physical damage to 6 enemies. Before attacking, if the enemy's HP is less than 25%, it will give 2500% damage, if it is higher than 75%, then Inevitably hit. (Release after 2 breakthroughs)</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power, physical violence Hit damage, crit value: own attack power increased by 40%, physical crit damage increased by 40%, crit value increased by Lv × 240. (released after 1 breakthrough)</font></p><p style=" margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP, rebound damage: 45% of own maximum HP, 30% of damage received is reflected to the opponent. (After 3 breakthroughs Liberation)</font></p>
1149	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 shards to activate Rachel. Excess shards will be automatically converted into breakthrough stones. (1 shard = 1 breakthrough stone)< /font><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Elysium: Launches 6 physical attacks with 220% damage to randomly selected enemies .Each attack has a 50% chance to reduce its hit value by 60% for 2 rounds</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold " size ="100">Extreme Wisdom: Inflicts 300% physical damage to 6 enemies, and increases the probability of triggering a critical strike by 30% in this attack. (Released after 2 breakthroughs)</font></ p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and hit value: Increase own attack power by 26% and hit value by Lv× 120.(Free after 1 breakout)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size="100">Increase max HP, Evasion value: increase your own maximum HP by 30%, and dodge value increase by Lv×120. (released after 3 breakthroughs)</font></p>
1150	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collection of 80 fragments will enable the junior Liu Chan. The excess fragments will be automatically converted into silver coins. (1 fragment = 5 silver coins)</font>< p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">Admiration: Deal 180% physical damage to 2 enemies, and stack 100 more on the next attack % Physical Damage.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">White Clothes Crossing the River: Against 2 enemies Inflicts 200% physical damage. If the enemy's HP is less than 50%, 100% will trigger a critical strike. (Released after 2 breakthroughs)</font></p><p style="margin:0">< font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power: own attack power increased by 18%, physical crit damage increased by 30%. (released after 1 breakthrough)</font></ p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and HP absorption: increase your own maximum HP by 22% and increase HP absorption by 6% .(Free after 3 breakthroughs)</font></p>
1151	<font color="#453107" face = "Barlow-SemiBold" size ="100">Collect 120 fragments to activate Sun Quan. Excess fragments will be automatically converted into breakthrough stones. (1 fragment = 1 breakthrough stone)</font ><p style="margin:0"><font color="#be5816" face = "Barlow-SemiBold" size ="100">The Confession of Love: Recover 100% of your attack power for up to 6 allies, After recovery, friendly teammates with HP higher than 50% will be given "Rise Up" status for 3 rounds, their defense power will be increased by 60%, and their attack power will be increased by 25%. After recovery, they will be given "Shadow Armor" effect for 3 rounds. 10 times the damage of Sun Quan's MP.</font></p><p style="margin:0"><font color="#2e8f9d" face = "Barlow-SemiBold" size ="100">All in one sweep: Against 6 enemies Inflicts 300% physical damage, plus 30 times the magic damage of Sun Quan's MP, and then deals 20% of the total damage of these 6 attacks to the enemy with the highest remaining HP percentage (ignoring defense and magic defense) (released after 2 breakthroughs) )</font></p><p style="margin:0"><font color="#849812" face = "Barlow-SemiBold" size ="100">Increase attack power and crit value: Increase own attack power 38%, crit value increases by Lv×240.(Free after 1 breakthrough)</font></p><p style="margin:0"><font color="#6a4cb5" face = "Barlow-SemiBold" size ="100">Increase maximum HP and defense penetration: own maximum HP increases by 34%, defense penetration increases by 600. (release after 3 breakthroughs)</font></p>
